Id	Key	Text
20021065	EquipAwakeWeaponNonsupport	Cannot awaken weapon
20021066	EquipAwakeStarNotEnough	Insufficient stars to awaken equipment
20021067	EquipAwakeNotMaxLevel	Equipment not at max level
20021068	EquipAwakeSlotNonsupport	Awakened equipment slot invalid
20021069	EquipAwakeSlotIsAlreadyAwake	Equipment awakened
20021070	EquipAwakeSlotNotResonance	Awakened equipment slot not resonated
20021071	EquipAwakeSlotAttribConfigNotFound	Awaken stats settings not found
20021072	EquipResonanceSlotHasNotSkill	This resonance slot has no skill configured
20021073	EquipResonanceNeedSameCharWhenNotCost	You need the same character to switch Resonance Skill with no cost
20021074	EquipResonanceMaterialIsEmpty	Resonance material empty
20021075	EquipResonanceCanSelectSkillAlreadyExist	No need to swap again. This character has already resonated this skill
20021076	EquipResonanceSelectSkillNotFound	Select the skill again
20021077	EquipResonanceSelectSkillNeedSpecificItem	A skill pick item is required for Memory Resonance Skill pick
20021078	EquipResonanceWeaponSelectSkillNotNeedItem	No need to swap again. This character has already resonated this skill
20021079	EquipChipGroupCharacterNotMatch	20021079 Exclusive combo character does not match the character equipped
20021080	EquipChipGroupCharacterCanNotChange	20021080 Character selected for Memory Set cannot be changed
20021081	EquipChipGroupChipCanNotCost	20021081 Unable to consume Memory already in Memory Set
20021082	EquipChipRecycleListIsEmpty	20021081 Memory recycle list empty
20021083	EquipChipRecycleTypeOnlyChip	20021082 Only Memory can be recycled
20021084	EquipChipRecycleWearDoNot	20021083 Equipped Memory cannot be recycled
20021085	EquipChipRecycleLevelUpDoNot	20021084 Enhanced Memory cannot be recycled
20021086	EquipChipRecycleChipGroupDoNot	20021085 Memory already in Memory Set cannot be recycled
20021087	EquipChipRecycleAwakeDoNot	20021086 Awakened Memory cannot be recycled
20021088	EquipChipRecycleResonanceDoNot	20021087 Resonated Memory cannot be recycled
20021089	EquipChipRecycleStarMoreThanFiveDoNot	6★ or above Memory cannot be recycled
20021090	EquipIsRecycle	20021089 To be recycled mark
20021091	EquipIsNotRecycle	20021090 Not to be recycled mark
20021092	EquipSetUpRecycleStarListIsInvalid	20021091 Unable to find configured Recycle ★ list
20021093	EquipSetUpRecycleDaysIsInvalid	20021092 Unable to find Recycle days configuration
20021094	EquipOneKeyFeedDoNotMatchTheTarget	20021094 Quick Train does not match selected target
20021095	EquipOneKeyFeedUnknownOperation	20021095 Unknown Quick Train operation
20021096	EquipGuideNotSetTargetId	20021096 Target ID not set
20021097	EquipGuideTargetCfgNotFound	20021097 Target configuration not found
20021098	EquipGuideCharacterIdInvalid	20021098 Mismatched character ID
20021099	EquipGuideRecommendCfgNotFound	20021099 Recommended configuration not found
20021100	EquipGuideJudgeCfgNotFound	20021100 Rating configuration not found
20021101	EquipGuideSuitCfgNotFound	20021101 Set configuration not found
20021102	EquipGuideSuitNumberIncorrect	20021102 Mismatched set quantity
20021103	EquipGuideTargetNotFinish	20021101 Target progress not achieved
20021104	EquipGuideTargetHadFinish	20021102 Goal already achieved
20026001	TaskManagerInitFail	Failed to initialize mission system
20026002	TaskManagerInitTaskConfigFail	Failed to initialize mission settings
20026003	TaskManagerGetTaskConditionFail	Failed to obtain mission requirement
20026004	TaskManagerGetTaskTemplateFail	Failed to obtain mission template
20026005	TaskManagerFinishTaskTaskNotFound	Mission not found
20026006	TaskManagerFinishTaskTaskAlreadyFinish	Mission completed
20026007	TaskManagerFinishTaskTaskNotAchieved	Mission reward not available for collection
20026008	TaskManagerFinishTaskTaskExpired	Mission has expired
20026009	TaskManagerTaskNotExist	Mission does not exist
20026010	TaskManagerGetActivenessStageRewardNotExist	Activity reward does not exist
20026011	TaskManagerGetActivenessRewardUnknownType	Unknown type of activity
20026012	TaskManagerGetActivenessRewardAlreadyGeted	Reward Claimed
20026013	TaskManagerCourseRewardNotExist	Failed to obtain milestone reward info
20026014	TaskManagerCourseRewardAlreadyGeted	Stage not completed
20026015	TaskManagerCourseStageAlreadyGeted	Stage not completed
20026016	TaskManagerTaskUnOpen	Mission has not been unlocked yet
20026017	TaskManagerTaskClose	Mission has been closed
20026018	TaskManagerTaskNotTimeLimit	Mission has expired
20026019	TaskManagerNewPlayerActivenessIsNotExist	Reward has been claimed
20026020	TaskManagerNewPlayerActivenessRewardIsNotExist	Reward does not exist
20026021	TaskManagerNewPlayerActivenessAlreadyGet	Reward Claimed
20026022	TaskManagerNewPlayerActivenessIsNotEnough	Insufficient EXP to claim
20026023	TaskManagerNewPlayerTaskTodayCanNotFinish	You cannot complete this mission today
20026024	TaskManagerNewbieProgressAlreadyGet	20026024 Reward claimed
20026025	TaskManagerNewbieProgressNotExist	20026025 Reward does not exist
20026026	TaskManagerNewbieProgressRewardIsNotExist	20026026 Reward does not exist
20026027	TaskManagerNewbieProgressIsNotEnough	20026027 Not enough missions completed. Unable to claim.
20026028	TaskManagerNewbieHonorRewardAlreadyGet	20026028 Reward claimed
20026029	TaskManagerNewbieHonorTaskIsNotEnough	20026029 Uncompleted mission(s). Unable to claim.
20026030	TaskManagerNewbieTaskPeriodCanNotFinish	20026030 Mission of this phase is locked. Unable to complete the mission.
20027001	MailManagerGetMailFail	Failed to obtain mail
20027002	MailManagerGetRewardIsEmpty	There is no mail reward
20027003	MailManagerGetRewardRepeat	Mail reward claimed
20027004	MailManagerMailNotEffect	Ineffective mail
20027005	MailManagerMailWasInvalid	Invalid mail
20027006	MailManagerGetRewardWasInvalidOrRewardEmpty	Mail has expired or there is no mail reward
20027007	MailManagerMailIdInvalid	Invalid mail id
20027008	MailManagerMailExist	Mail already exists
20027009	MailManagerMailNotExist	Mail does not exist
20027010	MailManagerGetMailRewardListNotFoundReward	Mail reward settings not found
20027011	MailManagerGetMailRewardSomeGoodsMoreThanCapacity	Unable to obtain all the rewards as some of the items have exceeded the limit
20027012	MailManagerIsDeleted	Mail has been deleted
20027013	MailManagerIsRead	Mail has been read
20027014	MailCapacityNotEnough	Mail limit reached
20029001	AttribManagerGetAttribTemplateNotFound	Failed to obtain stats template
20029002	AttribManagerGetPromotedAttribTemplateNotFound	Failed to obtain level upgrade stats template
20029003	AttribManagerGetGrowRateAttribTemplateNotFound	Failed to obtain ration up stats template
20029004	AttribManagerGetTotalPromotedAttribsParamArrayError	Failed to obtain ration up stats
20029005	AttribManagerGetTotalPromotedAttribsLevelError	Failed to obtain the total level of level upgrade stats
20029006	AttribManagerGetNpcAttribNpcNotFound	NPC not found
20029007	AttribGroupPoolNotFound	Stats set not found
20029008	AttribGroupNotFound	Stats set not found
20029009	AttribReviseTemplateNotFound	Failed to obtain ratio change stats template
20030002	ShopManagerAddGoodsInfoAlreadyExist	Product info has been imported
20030003	ShopManagerShopUnOpen	Shop is not available yet
20030004	ShopManagerShopClosed	Shop closed
20030005	ShopManagerGoodsUnOpen	The product is not available yet
20030006	ShopManagerGoodsClosed	The product is no longer sold
20030007	ShopManagerShopNotExist	The shop is not on the list
20030008	ShopManagerGoodsNotExist	The product is not on the list
20030009	ShopManagerGoodsGroupNotExist	The product set is not on the list
20030010	ShopManagerNotResetTimes	Insufficient reset attempts
20030011	ShopManagerShopNotBuyTimes	Insufficient total purchase attempts in shop
20030012	ShopManagerGoodsNotBuyTimes	Insufficient purchase attempts
20030013	ShopGoodsAlreadyExist	Product already exists
20030014	ShopIsUnShelve	Shop closed
20030015	ShopGoodsIsUnShelve	The product is no longer sold
20030016	ShopRequestParamsException	Shop request parameter error
20030017	ShopBuyGoodsCountLimit	The purchase amount of products has exceeded the limit
20030018	ShopKindIsNotReset	Unable to refresh the shop
20030019	ShopKindIsNotFixed	Type of shop is not fixed
20030020	ShopOwnedUnknown	Shop type unknown
20031001	FriendManagerApplyFriendFailedIsRefused	Friend request has been rejected
20031002	FriendManagerApplyFriendFailedIsDeleted	Failed to send friend request as you have unfriended the player
20031003	FriendManagerApplyFriendFailedIsAlreadyFriend	Failed to send friend request as the player is already your friend
20031004	FriendManagerApplyFriendFailedIsNotRepeatApply	Failed to send friend request as you have requested already
20031005	FriendManagerAcceptFriendFailedApplyIsNotExist	Failed! Player does not exist or is your friend already!
20031006	FriendManagerAcceptFriendFailedSelfFriendCountOutOfMaxCount	Failed to accept friend request as your friend list is full
20031007	FriendManagerRecommendFriendFailedRecommendCoolDownTime	Friend recommendation failed due to cool down
20031008	FriendManagerCanNotOperateSelf	Operation failed. You cannot operate yourself.
20031009	FriendManagerGetPlayerInfosFailedReqListIsNull	Failed to obtain player info as the request list is empty
20031010	FriendManagerDeleteFriendsFailedReqListIsNull	Failed to unfriend as the request list is empty
20031011	FriendManagerApplySuccess	Application has been submitted
20031012	FriendManagerDeleteSuccess	Unfriended
20031013	FriendManagerCanNotPlayerForId	Player does not exist
20031014	FriendManagerAcceptFriendFailedOtherFriendCountOutOfMaxCount	Failed to accept friend request as the player's friend list is full
20031015	FriendManagerApplySelfFriendNumLimit	Failed to request as your friend list is full
20031016	FriendManagerApplyOtherFriendNumLimit	Failed to request as the player's friend list is full
20031017	FriendManagerApplyListFull	Failed to request as the player's friend request list is full
20031018	FriendManagerMyFriendFull	Friend list is full
20031019	FriendManagerOtherFriendFull	The player's friend list is full
20031020	FriendManagerAgreeIsFriend	Failed to accept request as the player is already your friend
20031021	FriendManagerIsNotFriend	Cannot add notes as the player is not your friend
20031022	FriendManagerInvalidRemark	Invalid notes
20031023	FriendManagerDeleteRemark	Note deleted
20031024	FriendManagerNeedRemoveBlockStateFirst	Friend request failed. Please unblock the other player first.
20031025	FriendManagerAlreadyInBlacklist	Already blacklisted.
20031026	FriendManagerBlacklistIsFull	Blacklist limit reached.
20031027	FriendManagerBlacklistNeedRemoveMentorRelation	Cannot blacklist. Please cancel Mentorship status first.
20031028	FriendManagerDoNotFindFromBlacklist	Cannot find player in blacklist.
20031029	FriendSearchPlayerInCd	Frequent refresh attempts. Please try again later.
20031030	FriendApplyPlayerOverLimit	Daily max friend request reached
20032001	FightCheckManagerCodeNotMatch	Abnormal error in battle data (0)
20032002	FightCheckManagerCodesTooLong	Abnormal error in battle data (1)
20032003	FightCheckManagerCheckSkip	Abnormal error in battle data (2)
20032004	FightCheckManagerSettleCodeNotMatch	Abnormal error in battle data (3)
20032005	FightCheckManagerParamIllegal	Abnormal error in battle data (4)
20032006	FightCheckManagerNotSettle	Abnormal error in battle data (5)
20032007	FightCheckManagerFightExit	Abnormal error in battle data (6)
20032008	FightCheckManagerClientVersionError	Client version is too low, unable to conduct a battle
20033001	ChatManagerSendChatErrorCannotSendGift	Error occurs when sending message
20033002	ChatManagerChatContentCanNotBeNull	You cannot leave it blank
20033003	ChatManagerGetGiftFailedInvalidGift	Invalid gift
20033004	ChatManagerRefreshTimeCooling	Message in cool down
20033005	ChatManagerGetGiftAlreadyMaxCount	The amount of received gifts has reached the daily limit
20033006	ChatManagerEmojiIsLock	Chat stamp locked
20033007	ChatManagerInvalidEmoji	Invalid chat stamp
20033008	ChatManagerNoSendGiftFriend	Presentation attempts reset at 07:00 (UTC)
20033009	ChatManagerChatChannelInvalid	Failed to send message
20033010	ChatManagerChatChannelIdInvalid	Not in Command Bureau. Cannot speak.
20033011	ChatContentTooLong	Your message is too long
20033012	ChatIsBanned	You have been muted
20033013	ChatChannelNotExist	Channel has been disbanded
20033014	ChatEmojiPackageIdsInvalid	20033014 Illegal stamp parameters
20034001	ConditionManagerParamsError	Requirement parameter error
20034002	ConditionManagerGetConditionTemplateNotFound	Requirement settings not found
20034003	ConditionManagerPlayerLevelNotEnough	Insufficient player level
20034004	ConditionManagerNotOwnCharacter	You does not own the specific Construct
20034005	ConditionManagerOwnCharacterCanNotFight	Unable to deploy specific Constructs
20034006	ConditionManagerCharacterCountNotEnough	You do not have enough Constructs
20034007	ConditionManagerCharacterSexIsError	Construct gender does not meet the requirement
20034008	ConditionManagerCharacterTypeIsError	Construct type does not meet the requirement
20034009	ConditionManagerCharacterLevelIsError	Construct level does not meet the requirement
20034010	ConditionManagerCharacterQualityIsError	Construct class does not meet the requirement
20034011	ConditionManagerMapNotPassed	Rank reward claimed
20034012	ConditionManagerCharacterSexNumIsError	Team member gender error
20034013	ConditionManagerCharacterTypeNumIsError	Team member type error
20034014	ConditionManagerCharacterQualityNumIsError	Team member class does not meet the requirement
20034015	ConditionManagerCharacterLevelNumIsError	Team member level does not meet the requirement
20034016	ConditionManagerCharacterIdNumIsError	You have not deployed the specific Construct as a team member
20034017	ConditionManagerRepeatChallengeLevelNotEnough	Level does not meet the requirement
20034018	ConditionManagerCharacterAbilityNotEnough	Member's BR does not meet the requirement
20034019	ConditionManagerCharacterResonanceNotEnough	Member's Resonance does not meet the requirement
20034020	ConditionManagerCharacterNumIsError	Number of deployed team members error
20034021	ConditionManagerCharacterExhibitionLevelNotEnough	Member does not meet the Awaken requirement
20034022	ConditionManagerCharacterLiberateLvNotEnough	Member has not reached the required Overclock level
