Id	Type	Formula	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]	Params[26]	Params[27]	Params[28]	Params[29]	Desc
6106	10102		1121002																													Unlock Omniframe - Chrome: Arclight to activate
6107	10102		1021004																													Unlock Omniframe - Lucia: Plume to activate
6108	10102		1131002																													Unlock Omniframe - Vera: Rozen to activate
6109	10102		1511003																													Unlock Uniframe - Camu: Crocotta to activate
6110	10102		1141003																													Unlock Omniframe - Rosetta: Rigor to activate
6111	10102		1521003																													Unlock Uniframe - Qu: Pavo to activate
6112	10102		1161002																													Unlock Omniframe - Changyu: Qilin to activate
6113	10102		1171003																													Unlock Omniframe - Luna: Laurel to activate
6114	10102		1531003																													Unlock Uniframe - Selena: Tempest to activate
6115	10102		1211002																													Unlock Omniframe - Wanshi: Hypnos to activate
6116	10102		1121003																													Unlock Omniframe - Chrome: Glory to activate
6117	10102		1221002																													Unlock Omniframe - No. 21: XXI to activate
6118	10102		1131003																													Unlock Omniframe - Vera: Garnet to activate
6119	10102		1541003																													Unlock Uniframe - Roland: Flambeau to activate
6120	10102		1031004																													Unlock Omniframe - Liv: Empyrea to activate
6121	10102		1531004																													Unlock Omniframe - Selena: Capriccio to activate
6122	10102		1551003																													Unlock Uniframe - Pulao: Dragontoll to activate
6123	10102		1231002																													Unlock Omniframe - Bambinata: Vitrum to activate
7200	13103		80																													Lucia: Dawn reaches Lv.80
7201	10101		52																													Reach Commandant Level 52.
7202	13116		155328	9																												[Dragon Claw Spin] reaches Lv.9.
7203	13116		155328	18																												[Dragon Claw Spin] reaches Lv.18.
7204	13116		155329	9																												[Whirlwind Strike] reaches Lv.9.
7205	13116		155329	18																												[Whirlwind Strike] reaches Lv.18.
7206	0	(7203&7205)																														Both [Dragon Claw Spin] and [Whirlwind Strike] reach Lv.18.
7207	13116		154328	9																												[Tango Chainblade] reaches Lv.9.
7208	13116		154328	18																												[Tango Chainblade] reaches Lv.18.
7209	13116		154329	9																												[Curtain Call] reaches Lv.9.
7210	13116		154329	18																												[Curtain Call] reaches Lv.18.
7211	0	(7208&7210)																														Both [Tango Chainblade] and [Curtain Call] reach Lv.18.
7212	13116		156328	9																												[CA - Diamond Dust] reaches Lv.9
7213	13116		156328	18																												[CA - Diamond Dust] reaches Lv.18
7214	13116		156329	9																												[EX - Glacial Burial] reaches Lv.9
7215	13116		156329	18																												[EX - Glacial Burial] reaches Lv.18
7216	0	(7213&7215)																														[CA - Diamond Dust] and [EX - Glacial Burial] both reach Lv.18
7217	13116		151328	9																												[Predator's Charge] reaches Lv.9
7218	13116		151328	18																												[Predator's Charge] reaches Lv.18
7219	13116		151329	9																												[Fatal Shadow] reaches Lv.9
7220	13116		151329	18																												[Fatal Shadow] reaches Lv.18
7221	0	(7218&7220)																														[Predator's Charge] and [Fatal Shadow] both reach Lv.18
7222	13116		157328	9																												[Fang-shattering Wolf] reaches Lv.9
7223	13116		157328	18																												[Fang-shattering Wolf] reaches Lv.18
7224	13116		157329	9																												[Voltaic Burst] reaches Lv.9
7225	13116		157329	18																												[Voltaic Burst] reaches Lv.18
7226	0	(7223&7225)																														Both [Fang-shattering Wolf] and [Voltaic Burst] reach Lv.18
7227	13116		152328	9																												[Viridescent Gust] reaches Lv.9
7228	13116		152328	18																												[Viridescent Gust] reaches Lv.18
7229	13116		152329	9																												[Severed Sky] reaches Lv.9
7230	13116		152329	18																												[Severed Sky] reaches Lv.18
7231	0	(7228&7230)																														Both [Viridescent Gust] and [Severed Sky] reach Lv.18
