Id	Name	Description	WorldDesc	BigIcon	Icon	ItemType	Quality	Priority	MaxCount	GridCount	TimelinessType	StartTime	Duration	RecycleRewardId	RecycleByMail	SellForId	SellForCount	RecType	RecTime	RecCount	SuitId	FastTrading	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	SkipIdParams[5]	SubTypeParams[0]	SubTypeParams[1]	SubTypeParams[2]	SubTypeParams[3]	SubTypeParams[4]	SubTypeParams[5]	SubTypeParams[6]	SubTypeParams[7]
205	Booster Structural Part - Seeshell	A structural part of the Combat Unit Booster, Seeshell. Collect a certain number of them to create the Combat Unit Booster.	All the essence of the Combat Unit Booster lies within its structure. Once there are sufficient parts, a CUB can be easily assembled.	Assets/Product/Texture/Image/IconTools/IconPet2Bei.png	Assets/Product/Texture/Image/IconToolsSp/IconPet2BeiSp.png	8	4	29600	9999	9999												0	15006	7212												
206	Booster Structural Part - Nitor	A structural part of the Combat Unit Booster, Nitor. Collect a certain number of them to create the Combat Unit Booster.	All the essence of the Combat Unit Booster lies within its structure. Once there are sufficient parts, a CUB can be easily assembled.	Assets/Product/Texture/Image/IconTools/IconPet3Mao.png	Assets/Product/Texture/Image/IconToolsSp/IconPet3MaoSp.png	8	4	29600	9999	9999												0	15006	7212												
207	Booster Structural Part - Lingya	A structural part of the Combat Unit Booster, Lingya. Collect a certain number of them to create the Combat Unit Booster.	All the essence of the Combat Unit Booster lies within its structure. Once there are sufficient parts, a CUB can be easily assembled.	Assets/Product/Texture/Image/IconTools/IconPet2Yang.png	Assets/Product/Texture/Image/IconToolsSp/IconPet2YangSp.png	8	4	29600	9999	9999												0	15006	7212												
208	Booster Structural Part - Boreas	A structural part of the Combat Unit Booster, Boreas. Collect a certain number of them to create the Combat Unit Booster.	All the essence of the Combat Unit Booster lies within its structure. Once there are sufficient parts, a CUB can be easily assembled.	Assets/Product/Texture/Image/IconTools/IconPet3Ying1.png	Assets/Product/Texture/Image/IconToolsSp/IconPet3Ying1Sp.png	8	4	29600	9999	9999												0	15006	7212												
209	Booster Structural Part - Thorny	A structural part of the Combat Unit Booster, Thorny. Collect a certain number of them to create the Combat Unit Booster.	All the essence of the Combat Unit Booster lies within its structure. Once there are sufficient parts, a CUB can be easily assembled.	Assets/Product/Texture/Image/IconTools/IconPet2Ciwei1.png	Assets/Product/Texture/Image/IconToolsSp/IconPet2Ciwei1Sp.png	8	4	29600	9999	9999												0	15006	7212												
210	Booster Structural Part - Jet Jaeger	A structural part of the Combat Unit Booster, Jet Jaeger. Collect a certain number of them to create the Combat Unit Booster.	All the essence of the Combat Unit Booster lies within its structure. Once there are sufficient parts, a CUB can be easily assembled.	Assets/Product/Texture/Image/IconTools/IconPet3Hu1.png	Assets/Product/Texture/Image/IconToolsSp/IconPet3Hu1Sp.png	8	4	29600	9999	9999												0	15006	7212												
211	Booster Structural Part - Moonhopper	A structural part of the Combat Unit Booster, Moonhopper. Collect a certain number of them to create the Combat Unit Booster.	All the essence of the Combat Unit Booster lies within its structure. Once there are sufficient parts, a CUB can be easily assembled.	Assets/Product/Texture/Image/IconTools/IconPet3Tu1.png	Assets/Product/Texture/Image/IconToolsSp/IconPet3Tu1Sp.png	8	4	29600	9999	9999												0	15006	7212												
212	Booster Structural Part - Shimmer	A structural part of the Combat Unit Booster, Shimmer. Collect a certain number of them to create the Combat Unit Booster.	All the essence of the Combat Unit Booster lies within its structure. Once there are sufficient parts, a CUB can be easily assembled.	Assets/Product/Texture/Image/IconTools/IconPet3Yu1.png	Assets/Product/Texture/Image/IconToolsSp/IconPet3Yu1Sp.png	8	4	29600	9999	9999												0	15006	7212												
213	Booster Structural Part - Punchy	A structural part of the Combat Unit Booster, Punchy. Collect a certain number of them to create the Combat Unit Booster.	All the essence of the Combat Unit Booster lies within its structure. Once there are sufficient parts, a CUB can be easily assembled.	Assets/Product/Texture/Image/IconTools/IconPet3Quan1.png	Assets/Product/Texture/Image/IconToolsSp/IconPet3Quan1Sp.png	8	4	29600	9999	9999												0	15006	7212												
214	Booster Structural Part - Rainbow	A structural part of the Combat Unit Booster, Rainbow. Collect a certain number of them to create the Combat Unit Booster.	All the essence of the Combat Unit Booster lies within its structure. Once there are sufficient parts, a CUB can be easily assembled.	Assets/Product/Texture/Image/IconTools/IconPet3Wuzei1.png	Assets/Product/Texture/Image/IconToolsSp/IconPet3Wuzei1Sp.png	8	4	29600	9999	9999												0	15006	7212												
300	HQ Shard	Made from scrap metal. Can be exchanged for items with the Support Force.		Assets/Product/Texture/Image/IconTools/ItPointEvent002.png	Assets/Product/Texture/Image/IconToolsSp/ItPointEvent002Sp.png	262148	3	1	99999	99999												0														
310	Shark-speare Figurine	A souvenir received after clearing "Park Parade."	A 1:15 limited-edition Shark-speare figurine gained after "playing" with Shark-speare, with quality varying depending on the level. All it ever does is play the same nursery rhyme over and over: "Let's play and be friends! Shark-speare loves eating the Gingerbread Man!"	Assets/Product/Texture/Image/UiCollection/Iconcollection014.png	Assets/Product/Texture/Image/UiCollection/Iconcollection014.png	1	2	10	99999													0														
311	Shark-speare Figurine	A souvenir received after clearing "Park Parade." (Collectible upgraded to blue)	A 1:15 limited-edition Shark-speare figurine gained after "playing" with Shark-speare, with quality varying depending on the level. All it ever does is play the same nursery rhyme over and over: "Let's play and be friends! Shark-speare loves eating the Gingerbread Man!"	Assets/Product/Texture/Image/UiCollection/Iconcollection014.png	Assets/Product/Texture/Image/UiCollection/Iconcollection014.png	1	3	10	99999													0														
312	Shark-speare Figurine	A souvenir received after clearing "Park Parade." (Collectible upgraded to purple)	A 1:15 limited-edition Shark-speare figurine gained after "playing" with Shark-speare, with quality varying depending on the level. All it ever does is play the same nursery rhyme over and over: "Let's play and be friends! Shark-speare loves eating the Gingerbread Man!"	Assets/Product/Texture/Image/UiCollection/Iconcollection014.png	Assets/Product/Texture/Image/UiCollection/Iconcollection014.png	1	4	10	99999													0														
313	Shark-speare Figurine	A souvenir received after clearing "Park Parade." (Collectible upgraded to orange)	A 1:15 limited-edition Shark-speare figurine gained after "playing" with Shark-speare, with quality varying depending on the level. All it ever does is play the same nursery rhyme over and over: "Let's play and be friends! Shark-speare loves eating the Gingerbread Man!"	Assets/Product/Texture/Image/UiCollection/Iconcollection014.png	Assets/Product/Texture/Image/UiCollection/Iconcollection014.png	1	5	10	99999													0														
314	Amberia Figure	A souvenir received after clearing "Karma Tidal."	The souvenir received after defeating Amberia. Displays different colors as it levels up. Let all the guilt and nightmares end here—	Assets/Product/Texture/Image/UiCollection/Iconcollection017.png	Assets/Product/Texture/Image/UiCollection/Iconcollection017.png	1	2	10	99999													0														
315	Amberia Figure	A souvenir received after clearing "Karma Tidal." (Collectible upgraded to blue)	The souvenir received after defeating Amberia. Displays different colors as it levels up. Let all the guilt and nightmares end here—	Assets/Product/Texture/Image/UiCollection/Iconcollection017.png	Assets/Product/Texture/Image/UiCollection/Iconcollection017.png	1	3	10	99999													0														
316	Amberia Figure	A souvenir received after clearing "Karma Tidal." (Collectible upgraded to purple)	The souvenir received after defeating Amberia. Displays different colors as it levels up. Let all the guilt and nightmares end here—	Assets/Product/Texture/Image/UiCollection/Iconcollection017.png	Assets/Product/Texture/Image/UiCollection/Iconcollection017.png	1	4	10	99999													0														
317	Amberia Figure	A souvenir received after clearing "Karma Tidal." (Collectible upgraded to orange)	The souvenir received after defeating Amberia. Displays different colors as it levels up. Let all the guilt and nightmares end here—	Assets/Product/Texture/Image/UiCollection/Iconcollection017.png	Assets/Product/Texture/Image/UiCollection/Iconcollection017.png	1	5	10	99999													0														
318	Luna's Data Sample	A souvenir received after clearing "Kowloong Theater."	The combat illusion collected by Babylonia. Displays different colors as it levels up. Available after simulating the battle against Luna. Her formidable power can be felt even from the sample.	Assets/Product/Texture/Image/UiCollection/Iconcollection025.png	Assets/Product/Texture/Image/UiCollection/Iconcollection025.png	1	2	10	99999													0														
319	Luna's Data Sample	A souvenir received after clearing "Kowloong Theater." (Collectible upgraded to blue)	The combat illusion collected by Babylonia. Displays different colors as it levels up. Available after simulating the battle against Luna. Her formidable power can be felt even from the sample.	Assets/Product/Texture/Image/UiCollection/Iconcollection025.png	Assets/Product/Texture/Image/UiCollection/Iconcollection025.png	1	3	10	99999													0														
320	Lost Fragment	The material earned from clearing "Theater Ruins" missions. Can be converted into puzzle shards in the "Fragment Reunited" event.	These fragments contain the image of the past. After processing, the complete data will be presented to "her."	Assets/Product/Texture/Image/IconTools/IconPuzzleFragment001.png	Assets/Product/Texture/Image/IconToolsSp/IconPuzzleFragment001Sp.png	1	3	10	99999													0	20032	20034												
321	Permission Code	The material earned from clearing "Hidden Current" missions. Can be converted into puzzle shards in the "Virtual Space" event.	This piece of classified Babylonian information is only available to those with sufficient authority level.	Assets/Product/Texture/Image/IconTools/IconPuzzleFragment001.png	Assets/Product/Texture/Image/IconToolsSp/IconPuzzleFragment001Sp.png	1	3	10	99999													0	20042	20039												
322	Unknown Rubbings	The item obtained from the Event Mission can be converted into Puzzle Shards in the Mission of "Lost Inscription".	After finishing the rubbings, it seems that you still need to solve the puzzle to reveal the answer, but at least you don't have to rely on luck.	Assets/Product/Texture/Image/IconTools/IconPuzzleFragment001.png	Assets/Product/Texture/Image/IconToolsSp/IconPuzzleFragment001Sp.png	1	3	10	99999													0	20075													
323	Memory on Stage	The item obtained from the Event Mission can be converted into Puzzle Shards in the Mission of "Ballad of the Old Days".	Just a fragment of memory. Is it a story that has already took place or just a possibility?	Assets/Product/Texture/Image/IconTools/IconPuzzleFragment001.png	Assets/Product/Texture/Image/IconToolsSp/IconPuzzleFragment001Sp.png	1	3	10	99999													0	20100													
324	Key of Truth	The item obtained from the Event Mission can be converted into Puzzle Shards in the Mission of "Veiled Rift".	A silver key with mysterious pattern. The key is the tool to solve the puzzle. The one with the silver key, which secret of the world did you reveal?	Assets/Product/Texture/Image/UiFubenActivityPuzzle/IconActivityPuzzle02.png	Assets/Product/Texture/Image/UiFubenActivityPuzzle/IconActivityPuzzle02.png	1	3	10	99999													0	20148													
325	Origami Windmill	The item obtained from the Event Mission can be converted into Puzzle Shards in the Mission of "Futurismo".	A simple toy made of easy-to-get materials. It has become a hit soon after a pink-haired Construct from Babylonia taught a kid in a Conservation Area how to make it.	Assets/Product/Texture/Image/IconTools/IconPuzzleFragment002.png	Assets/Product/Texture/Image/IconToolsSp/IconPuzzleFragment002Sp.png	1	3	10	99999													0	20169													
330	Luna's Data Sample	A souvenir received after clearing "Kowloong Theater." (Collectible upgraded to purple)	The combat illusion collected by Babylonia. Displays different colors as it levels up. Available after simulating the battle against Luna. Her formidable power can be felt even from the sample.	Assets/Product/Texture/Image/UiCollection/Iconcollection025.png	Assets/Product/Texture/Image/UiCollection/Iconcollection025.png	1	4	10	99999													0														
331	Luna's Data Sample	A souvenir received after clearing "Kowloong Theater." (Collectible upgraded to orange)	The combat illusion collected by Babylonia. Displays different colors as it levels up. Available after simulating the battle against Luna. Her formidable power can be felt even from the sample.	Assets/Product/Texture/Image/UiCollection/Iconcollection025.png	Assets/Product/Texture/Image/UiCollection/Iconcollection025.png	1	5	10	99999													0														
332	Pterygota Queen Sample	A sample of highly evolved Hetero-creature obtained after clearing "Simulated Torrent."	The data sample received after defeating Pterygota Queen. Displays different colors as it levels up. "Opening the container may cause irreversible consequences. Full protection is advised before approaching this sample." — Asimov's message No.179	Assets/Product/Texture/Image/UiCollection/Iconcollection027.png	Assets/Product/Texture/Image/UiCollection/Iconcollection027.png	1	2	10	99999													0														
