Id	Cvs[1]	Cvs[2]	Cvs[3]	Cvs[4]	CvContent[1]	CvContent[2]	CvContent[3]	CvContent[4]
1021003	1021003	2021003	3021003	4021003	You're making me stronger... you should be careful.	You're making me stronger... you should be careful.	You're making me stronger... you should be careful.	You're making me stronger... you should be careful.
1021004	1021004	2021004	3021004	4021004	You desire more power. I see... Humans, after all.	You desire more power. I see... Humans, after all.	You desire more power. I see... Humans, after all.	You desire more power. I see... Humans, after all.
1021005	1021005	2021005	3021005	4021005	This move can still improve.	This move can still improve.	This move can still improve.	This move can still improve.
1021006	1021006	2021006	3021006	4021006	Whichever one works.	Whichever one works.	Whichever one works.	Whichever one works.
1021007	1021007	2021007	3021007	4021007	...Well then, I'll lend you my power.	...Well then, I'll lend you my power.	...Well then, I'll lend you my power.	...Well then, I'll lend you my power.
1021008	1021008	2021008	3021008	4021008	I'll show your Constructs how it's done!	I'll show your Constructs how it's done!	I'll show your Constructs how it's done!	I'll show your Constructs how it's done!
1021009	1021009	2021009	3021009	4021009	What are you expecting from me...?	What are you expecting from me...?	What are you expecting from me...?	What are you expecting from me...?
1021010	1021010	2021010	3021010	4021010	Being in contact with me will only increase your risk of infection. Are you sure?	Being in contact with me will only increase your risk of infection. Are you sure?	Being in contact with me will only increase your risk of infection. Are you sure?	Being in contact with me will only increase your risk of infection. Are you sure?
1021011	1021011	2021011	3021011	4021011	I'll give you one piece of advice—perform your best.	I'll give you one piece of advice—perform your best.	I'll give you one piece of advice—perform your best.	I'll give you one piece of advice—perform your best.
1021012	1021012	2021012	3021012	4021012	Are you hoping that I will be lenient?	Are you hoping that I will be lenient?	Are you hoping that I will be lenient?	Are you hoping that I will be lenient?
1021013	1021013	2021013	3021013	4021013	I don't need this anymore.	I don't need this anymore.	I don't need this anymore.	I don't need this anymore.
1021014	1021014	2021014	3021014	4021014	...Al...right.	...Al...right.	...Al...right.	...Al...right.
1021015	1021015	2021015	3021015	4021015	You should know full well what happens to the things I touch.	You should know full well what happens to the things I touch.	You should know full well what happens to the things I touch.	You should know full well what happens to the things I touch.
1021016	1021016	2021016	3021016	4021016	It's trivial, but I'll still take it.	It's trivial, but I'll still take it.	It's trivial, but I'll still take it.	It's trivial, but I'll still take it.
1021017	1021017	2021017	3021017	4021017	So you thought I'd like it...	So you thought I'd like it...	So you thought I'd like it...	So you thought I'd like it...
1021018	1021018	2021018	3021018	4021018	...You're thinking of something dangerous, aren't you?	...You're thinking of something dangerous, aren't you?	...You're thinking of something dangerous, aren't you?	...You're thinking of something dangerous, aren't you?
1021019	1021019	2021019	3021019	4021019	What you are thinking right now makes more sense than saving the Earth.	What you are thinking right now makes more sense than saving the Earth.	What you are thinking right now makes more sense than saving the Earth.	What you are thinking right now makes more sense than saving the Earth.
1021020	1021020	2021020	3021020	4021020	Looks like you finally know which Lucia you should give more attention to.	Looks like you finally know which Lucia you should give more attention to.	Looks like you finally know which Lucia you should give more attention to.	Looks like you finally know which Lucia you should give more attention to.
1021021	1021021	2021021	3021021	4021021	Next time, you only need to tell me things about yourself.	Next time, you only need to tell me things about yourself.	Next time, you only need to tell me things about yourself.	Next time, you only need to tell me things about yourself.
1021022	1021022	2021022	3021022	4021022	Forget about her and those Constructs... You just need me, and only me.	Forget about her and those Constructs... You just need me, and only me.	Forget about her and those Constructs... You just need me, and only me.	Forget about her and those Constructs... You just need me, and only me.
1021023	1021023	2021023	3021023	4021023	I can take you away if you've had enough of this child play. Just say the word.	I can take you away if you've had enough of this child play. Just say the word.	I can take you away if you've had enough of this child play. Just say the word.	I can take you away if you've had enough of this child play. Just say the word.
1021024	1021024	2021024	3021024	4021024	What's so important that you're risking your life to disturb me?	What's so important that you're risking your life to disturb me?	What's so important that you're risking your life to disturb me?	What's so important that you're risking your life to disturb me?
1021025	1021025	2021025	3021025	4021025	You'll get used to seeing me here, until—	You'll get used to seeing me here, until—	You'll get used to seeing me here, until—	You'll get used to seeing me here, until—
1021026	1021026	2021026	3021026	4021026	I have completely corrupted this place while you were away... Just joking.	I have completely corrupted this place while you were away... Just joking.	I have completely corrupted this place while you were away... Just joking.	I have completely corrupted this place while you were away... Just joking.
1021027	1021027	2021027	3021027	4021027	...Fall into the abyss.	...Fall into the abyss.	...Fall into the abyss.	...Fall into the abyss.
1021028	1021028	2021028	3021028	4021028	Lose yourself in the abyss...	Lose yourself in the abyss...	Lose yourself in the abyss...	Lose yourself in the abyss...
1021029	1021029	2021029	3021029	4021029	SELECT: You're weak.ALT: Weak.	SELECT: You're weak.ALT: Weak.	SELECT: You're weak.ALT: Weak.	SELECT: You're weak.ALT: Weak.
1021030	1021030	2021030	3021030	4021030	Continue.	Continue.	Continue.	Continue.
1021031	1021031	2021031	3021031	4021031	The flames of the abyss will end it all...	The flames of the abyss will end it all...	The flames of the abyss will end it all...	The flames of the abyss will end it all...
1021032	1021032	2021032	3021032	4021032	Hmph...	Hmph...	Hmph...	Hmph...
1021033	1021033	2021033	3021033	4021033	Finally, this is getting interesting.	Finally, this is getting interesting.	Finally, this is getting interesting.	Finally, this is getting interesting.
1021034	1021034	2021034	3021034	4021034	Luna...	Luna...	Luna...	Luna...
1021035	1021035	2021035	3021035	4021035	I alone will be enough for this battlefield.	I alone will be enough for this battlefield.	I alone will be enough for this battlefield.	I alone will be enough for this battlefield.
1021036	1021036	2021036	3021036	4021036	Tell me your target.	Tell me your target.	Tell me your target.	Tell me your target.
