Id	Name	Star	Ability	CharacterId	FightEvent	FightEventLevel	FixAttrIds[1]	FixAttrLevels[1]	AttrFixGroupIds[1]	FixAttrIds[2]	FixAttrLevels[2]	AttrFixGroupIds[2]	Load	DecomposeValue	Icon	Quality	Desc	DescTips	DescInitValue	DescFixAttrId	DescCoefficient	Type	IsDisplay
83	Arca: Core III	5	916	1571003	2230251	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	3	Each time Noan's Gear Level goes up, he has a <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) chance to go up another level.	(Only one Add-on of the same type can be equipped)	640000	4	2000	141	0
84	Arca: Core IV	6	1450	1571003	2230251	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	4	Each time Noan's Gear Level goes up, he has a <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) chance to go up another level.	(Only one Add-on of the same type can be equipped)	800000	4	2000	141	0
85	Arca: Overclock 1 I	3	290	1571003	2230252	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	1	Assault-Rising Combo generates an extra 15 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	142	0
86	Arca: Overclock 1 II	4	593	1571003	2230252	2	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	2	Assault-Rising Combo generates an extra 30 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	142	0
87	Arca: Overclock 1 III	5	916	1571003	2230252	3	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	3	Assault-Rising Combo generates an extra 45 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	142	0
88	Arca: Overclock 1 IV	6	1450	1571003	2230252	4	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	4	Assault-Rising Combo generates an extra 60 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	142	0
89	Arca: Overclock 2 I	3	290	1571003	2230253	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	1	Signature generates 1 more Signal Orb.	(Only one Add-on of the same type can be equipped)	40000	4	5000	143	0
90	Arca: Overclock 2 II	4	593	1571003	2230253	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	2	Signature generates 2 more Signal Orbs.	(Only one Add-on of the same type can be equipped)	40000	4	5000	143	0
91	Arca: Overclock 2 III	5	916	1571003	2230253	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	3	Signature generates 3 more Signal Orbs.	(Only one Add-on of the same type can be equipped)	40000	4	5000	143	0
92	Arca: Overclock 2 IV	6	1450	1571003	2230253	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadNuoan4.png	4	Signature generates 6 more Signal Orbs.	(Only one Add-on of the same type can be equipped)	40000	4	5000	143	0
93	Stigmata: Core I	3	290	1041004	2230254	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	1	Gain <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) Extra DMG for 12s after casting Shadow Dance (triggering this effect again will renew its duration). Hitting an enemy with Shadow Dance has a 50% chance to generate 1 extra stack of Stigmata Will.	(Only one Add-on of the same type can be equipped)	256000	1	3200	144	0
94	Stigmata: Core II	4	593	1041004	2230254	2	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	2	Gain <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) Extra DMG for 12s after casting Shadow Dance (triggering this effect again will renew its duration). Hitting an enemy with Shadow Dance has a 50% chance to generate 1 extra stack of Stigmata Will.	(Only one Add-on of the same type can be equipped)	512000	1	3200	144	0
95	Stigmata: Core III	5	916	1041004	2230254	3	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	3	Gain <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) Extra DMG for 12s after casting Shadow Dance (triggering this effect again will renew its duration). Hitting an enemy with Shadow Dance has a 50% chance to generate 1 extra stack of Stigmata Will.	(Only one Add-on of the same type can be equipped)	800000	1	3200	144	0
96	Stigmata: Core IV	6	1450	1041004	2230254	4	1	3	203	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	4	Gain <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might) Extra DMG for 12s after casting Shadow Dance (triggering this effect again will renew its duration). Hitting an enemy with Shadow Dance has a 50% chance to generate 1 extra stack of Stigmata Will.	(Only one Add-on of the same type can be equipped)	1280000	1	3200	144	0
97	Stigmata: Overclock 1 I	3	290	1041004	2230255	1	1	2	102	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	1	Dazzling Light generates 20% more Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	145	0
98	Stigmata: Overclock 1 II	4	593	1041004	2230255	2	1	2	102	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	2	Dazzling Light generates 30% more Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	145	0
99	Stigmata: Overclock 1 III	5	916	1041004	2230255	3	1	3	103	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	3	Dazzling Light generates 40% more Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	145	0
100	Stigmata: Overclock 1 IV	6	1450	1041004	2230255	4	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	4	Dazzling Light generates 50% more Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	145	0
101	Stigmata: Overclock 2 I	3	290	1041004	2230256	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	1	Luminous Realm's cooldown reduces by 0.5s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	146	0
102	Stigmata: Overclock 2 II	4	593	1041004	2230256	2	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	2	Luminous Realm's cooldown reduces by 1s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	146	0
103	Stigmata: Overclock 2 III	5	916	1041004	2230256	3	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	3	Luminous Realm's cooldown reduces by 1.5s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	146	0
104	Stigmata: Overclock 2 IV	6	1450	1041004	2230256	4	1	3	203	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	4	Luminous Realm's cooldown reduces by 2s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	146	0
105	Capriccio: Core I	3	290	1531004	2230257	1	4	2	1002	2	1	601	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Sailinna4.png	1	For every enemy that Shooting Star has damaged, the Extra DMG Bonus of Reprise: Twin Stars increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus), stacking up to 5 times.	(Only one Add-on of the same type can be equipped)	32000	4	400	147	0
106	Capriccio: Core II	4	593	1531004	2230257	2	4	2	1002	2	2	602	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Sailinna4.png	2	For every enemy that Shooting Star has damaged, the Extra DMG Bonus of Reprise: Twin Stars increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus), stacking up to 5 times.	(Only one Add-on of the same type can be equipped)	64000	4	400	147	0
107	Capriccio: Core III	5	916	1531004	2230257	3	4	3	1003	2	2	602	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Sailinna4.png	3	For every enemy that Shooting Star has damaged, the Extra DMG Bonus of Reprise: Twin Stars increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus), stacking up to 5 times.	(Only one Add-on of the same type can be equipped)	100000	4	400	147	0
108	Capriccio: Core IV	6	1450	1531004	2230257	4	4	3	1003	2	3	603	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Sailinna4.png	4	For every enemy that Shooting Star has damaged, the Extra DMG Bonus of Reprise: Twin Stars increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus), stacking up to 5 times.	(Only one Add-on of the same type can be equipped)	160000	4	400	147	0
109	Capriccio: Overclock 1 I	3	290	1531004	2230258	1	4	2	702	2	1	401	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Sailinna4.png	1	Pinging a Shooting Star Orb also heals the entire team for 6.1% of Capriccio's ATK.	(Only one Add-on of the same type can be equipped)	40000	4	5000	148	0
110	Capriccio: Overclock 1 II	4	593	1531004	2230258	2	4	2	702	2	2	402	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Sailinna4.png	2	Pinging a Shooting Star Orb also heals the entire team for 12.3% of Capriccio's ATK.	(Only one Add-on of the same type can be equipped)	40000	4	5000	148	0
111	Capriccio: Overclock 1 III	5	916	1531004	2230258	3	4	3	103	2	2	402	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Sailinna4.png	3	Pinging a Shooting Star Orb also heals the entire team for 18.4% of Capriccio's ATK.	(Only one Add-on of the same type can be equipped)	40000	4	5000	148	0
112	Capriccio: Overclock 1 IV	6	1450	1531004	2230258	4	4	3	103	2	3	403	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Sailinna4.png	4	Pinging a Shooting Star Orb also heals the entire team for 30.7% of Capriccio's ATK.	(Only one Add-on of the same type can be equipped)	40000	4	5000	148	0
113	Capriccio: Overclock 2 I	3	290	1531004	2230259	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Sailinna4.png	1	Each Shooting Star Orb generates 4 more Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	149	0
114	Capriccio: Overclock 2 II	4	593	1531004	2230259	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Sailinna4.png	2	Each Shooting Star Orb generates 6 more Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	149	0
115	Capriccio: Overclock 2 III	5	916	1531004	2230259	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Sailinna4.png	3	Each Shooting Star Orb generates 10 more Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	149	0
116	Capriccio: Overclock 2 IV	6	1450	1531004	2230259	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Sailinna4.png	4	Each Shooting Star Orb generates 20 more Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	149	0
117	Palefire: Core I	3	290	1011002	2230299	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	1	The Extra DMG Bonus of Core Passive's Blast effect increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus). After Core Passive effect disappears, Basic Attacks launched within the next 4s will also inflict Blast.	(Only one Add-on of the same type can be equipped)	210000	4	3000	165	0
118	Palefire: Core II	4	593	1011002	2230300	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	2	The Extra DMG Bonus of Core Passive's Blast effect increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus). After Core Passive effect disappears, Basic Attacks launched within the next 4s will also inflict Blast.	(Only one Add-on of the same type can be equipped)	420000	4	3000	165	0
119	Palefire: Core III	5	916	1011002	2230301	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	3	The Extra DMG Bonus of Core Passive's Blast effect increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus). After Core Passive effect disappears, Basic Attacks launched within the next 4s will also inflict Blast.	(Only one Add-on of the same type can be equipped)	660000	4	3000	165	0
120	Palefire: Core IV	6	1450	1011002	2230302	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	4	The Extra DMG Bonus of Core Passive's Blast effect increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus). After Core Passive effect disappears, Basic Attacks launched within the next 4s will also inflict Blast.	(Only one Add-on of the same type can be equipped)	1060000	4	3000	165	0
121	Palefire: Overclock 1 I	3	290	1011002	222105	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	1	Pinging Yellow Orbs also pulls enemies in, while generating 1 Red Orb and recovering 30 Dodge Gauge.	(Only one Add-on of the same type can be equipped)	40000	4	5000	166	0
122	Palefire: Overclock 1 II	4	593	1011002	222106	1	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	2	Pinging Yellow Orbs also pulls enemies in, while generating 2 Red Orbs and recovering 70 Dodge Gauge.	(Only one Add-on of the same type can be equipped)	40000	4	5000	166	0
123	Palefire: Overclock 1 III	5	916	1011002	222107	1	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	3	Pinging Yellow Orbs also pulls enemies in, while generating 2 Red Orbs and recovering 130 Dodge Gauge.	(Only one Add-on of the same type can be equipped)	40000	4	5000	166	0
124	Palefire: Overclock 1 IV	6	1450	1011002	222108	1	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	4	Pinging Yellow Orbs also pulls enemies in, while generating 3 Red Orbs and recovering 200 Dodge Gauge.	(Only one Add-on of the same type can be equipped)	40000	4	5000	166	0
125	Palefire: Overclock 2 I	3	290	1011002	222109	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	1	Pinging Red Orbs also generates 1 Yellow Orb. Increases damage by 10% for 2s after dodging an attack.	(Only one Add-on of the same type can be equipped)	40000	4	5000	167	0
126	Palefire: Overclock 2 II	4	593	1011002	222110	1	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	2	Pinging Red Orbs also generates 2 Yellow Orbs. Increases damage by 40% for 2s after dodging an attack.	(Only one Add-on of the same type can be equipped)	40000	4	5000	167	0
127	Palefire: Overclock 2 III	5	916	1011002	222111	1	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	3	Pinging Red Orbs also generates 2 Yellow Orbs. Increases damage by 70% for 2s after dodging an attack.	(Only one Add-on of the same type can be equipped)	40000	4	5000	167	0
128	Palefire: Overclock 2 IV	6	1450	1011002	222112	1	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	4	Pinging Red Orbs also generates 3 Yellow Orbs. Increases damage by 100% for 2s after dodging an attack.	(Only one Add-on of the same type can be equipped)	40000	4	5000	167	0
129	Lotus: Core I	3	290	1021001	222201	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	1	Attacks made in Dual Blade mode restores 2 Signature Energy and deal <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) more damage.	(Only one Add-on of the same type can be equipped)	160000	1	2000	168	0
130	Lotus: Core II	4	593	1021001	222202	1	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	2	Attacks made in Dual Blade mode restores 3 Signature Energy and deal <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) more damage.	(Only one Add-on of the same type can be equipped)	320000	1	2000	168	0
131	Lotus: Core III	5	916	1021001	222203	1	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	3	Attacks made in Dual Blade mode restores 4 Signature Energy and deal <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) more damage.	(Only one Add-on of the same type can be equipped)	500000	1	2000	168	0
132	Lotus: Core IV	6	1450	1021001	222204	1	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	4	Attacks made in Dual Blade mode restores 5 Signature Energy and deal <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) more damage.	(Only one Add-on of the same type can be equipped)	800000	1	2000	168	0
133	Lotus: Overclock 1 I	3	290	1021001	222205	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	1	Dual Blade mode duration increases by 1s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	169	0
134	Lotus: Overclock 1 II	4	593	1021001	222206	1	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	2	Dual Blade mode duration increases by 2s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	169	0
135	Lotus: Overclock 1 III	5	916	1021001	222207	1	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	3	Dual Blade mode duration increases by 3s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	169	0
136	Lotus: Overclock 1 IV	6	1450	1021001	222208	1	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	4	Dual Blade mode duration increases by 4s.	(Only one Add-on of the same type can be equipped)	40000	1	5000	169	0
137	Lotus: Overclock 2 I	3	290	1021001	222209	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	1	Enter Matrix after Dual Blade mode ends.	(Only one Add-on of the same type can be equipped)	40000	1	5000	170	0
138	Lotus: Overclock 2 II	4	593	1021001	222210	1	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	2	Enter Matrix and gain 1 Red Orb after Dual Blade mode ends.	(Only one Add-on of the same type can be equipped)	40000	1	5000	170	0
139	Lotus: Overclock 2 III	5	916	1021001	222211	1	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	3	Enter Matrix and gain 2 Red Orbs after Dual Blade mode ends.	(Only one Add-on of the same type can be equipped)	40000	1	5000	170	0
140	Lotus: Overclock 2 IV	6	1450	1021001	222212	1	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	4	Enter Matrix and gain 3 Red Orbs after Dual Blade mode ends.	(Only one Add-on of the same type can be equipped)	40000	1	5000	170	0
141	Eclipse: Core I	3	290	1031001	222301	1	1	2	102	2	1	601	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	1	The damage of Laser Cluster (3-Ping + Red Orb) increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	250000	1	3000	171	0
142	Eclipse: Core II	4	593	1031001	222302	1	1	2	102	2	2	602	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	2	The damage of Laser Cluster (3-Ping + Red Orb) increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	510000	1	3000	171	0
