UiName	ParentUiName	LoadWithParent	UiType	UiResType	PrefabUrl	SceneUrl	ModelUrl	CacheTime	Recycle	HideSetPosition	FightingStay
UiLivWarmRaceMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiLivWarmRaceMain.prefab	Assets/Product/Ui/Scene3DPrefab/UiLivWarmRace3D.prefab	Assets/Product/Ui/UiModel/UiLivWarmRace/UiLivWarmRaceMain.prefab	5000			0
UiLivWarmRaceFightMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiLivWarmRaceFightMain.prefab			5000			0
UiLivWarmRaceDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiLivWarmRaceDetail.prefab			5000			0
UiLivWarmRaceReward			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiLivWarmRaceReward.prefab			5000			0
UiSpecialTrainMusic			Normal	Bundle	Assets/Product/Ui/Prefab/UiSpecialTrainMusic.prefab			5000			0
UiSpecialTrainMusicTask			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSpecialTrainMusicTask.prefab			5000			0
UiSpecialTrainMusicMapSelect			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSpecialTrainMusicSelectTips.prefab			5000			0
UiPickFlipMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiPickFlipMain.prefab			5000			0
UiPickFlipSelect			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPickFlipSelect.prefab			5000			0
UiPickFlipDialog			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPickFlipDialog.prefab			5000			0
UiLivWarmRaceLog			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiLivWarmRaceLog.prefab			5000			0
UiCoupleCombatBuffTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCoupleCombatBuffTips.prefab			5000			0
UiCoupleCombatChapter			Normal	Bundle	Assets/Product/Ui/Prefab/UiCoupleCombatChapter.prefab			5000			0
UiCoupleCombatSwitchSkill			Normal	Bundle	Assets/Product/Ui/Prefab/UiCoupleCombatSwitchSkill.prefab			5000			0
UiCoupleCombatSkillTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCoupleCombatSkillTips.prefab			5000			0
UiCoupleCombatNewSkill			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCoupleCombatNewSkill.prefab			5000			0
UiCoupleCombatSkillDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCoupleCombatSkillDetail.prefab			5000			0
UiCoupleCombatStageSkillTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdSkillDetails.prefab			5000			0
UiReturnActivity			Normal	Bundle	Assets/Product/Ui/Prefab/UiReturnActivity.prefab			5000			0
UiAreaWarMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiAreaWarMain.prefab	Assets/Product/Ui/Scene3DPrefab/UiAreaWarMain3D.prefab	Assets/Product/Ui/UiModel/UiAreaWarMain/UiAreaWarMain3D.prefab	5000			0
UiAreaWarSszbTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiAreaWarSszbTips.prefab			5000			0
UiAreaWarJingHuaTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiAreaWarJingHuaTips.prefab			5000			0
UiAreaWarTegongjsTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiAreaWarTegongjsTips.prefab			5000			0
UiAreaWarHangUpJs			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiAreaWarHangUpJs.prefab			5000			0
UiAreaWarTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiAreaWarTask.prefab			5000			0
UiAreaWarShop			Normal	Bundle	Assets/Product/Ui/Prefab/UiAreaWarShop.prefab			5000			0
UiAreaWarHangUp			Normal	Bundle	Assets/Product/Ui/Prefab/UiAreaWarHangUp.prefab			5000			0
UiAreaWarJingHua			Normal	Bundle	Assets/Product/Ui/Prefab/UiAreaWarJingHua.prefab			5000			0
UiAreaWarSpecialRole			Normal	Bundle	Assets/Product/Ui/Prefab/UiAreaWarSpecialRole.prefab			5000			0
UiAreaWarSpecialRolePopUp			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiAreaWarSpecialRolePopUp.prefab			5000			0
UiAreaWarJingHuaUp			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiAreaWarJingHuaUp.prefab			5000			0
UiAreaWarInformation			Normal	Bundle	Assets/Product/Ui/Prefab/UiAreaWarInformation.prefab			5000			0
UiAreaWarRankingList			Normal	Bundle	Assets/Product/Ui/Prefab/UiAreaWarRankingList.prefab			5000			0
UiAreaWarBoss			Normal	Bundle	Assets/Product/Ui/Prefab/UiAreaWarBoss.prefab	Assets/Product/Ui/Scene3DPrefab/UiAreaWarBoss3D.prefab	Assets/Product/Ui/UiModel/UiAreaWarMain/UiAreaWarBoss3D.prefab	5000			0
UiAreaWarBossSpecial			Normal	Bundle	Assets/Product/Ui/Prefab/UiAreaWarBoss.prefab	Assets/Product/Ui/Scene3DPrefab/UiAreaWarBossTwo3D.prefab	Assets/Product/Ui/UiModel/UiAreaWarMain/UiAreaWarBossTwo3D.prefab	5000			0
UiAreaWarDispatch			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiAreaWarDispatch.prefab			5000			0
UiAreaWarStageDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiAreaWarStageDetail.prefab			5000			0
UiAreaWarFightResult			Normal	Bundle	Assets/Product/Ui/Prefab/UiAreaWarFightResult.prefab			5000			0
UiGachaPanelPreview2			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGachaPanelPreview.prefab			5000			0
UiRewardPreviewEffect			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiRewardPreviewEffect.prefab			5000			0
UiFubenMainLine3D			Normal	Bundle	Assets/Product/Ui/Prefab/UiMainLineMain.prefab	Assets/Product/Ui/Scene3DPrefab/UiMainLine3d.prefab	Assets/Product/Ui/UiModel/UiMainLine/UiMainLine3d.prefab	5000			0
UiLifuActivityMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiLifuActivityMain.prefab	Assets/Product/Ui/Scene3DPrefab/UiLifuActivity3D.prefab	Assets/Product/Ui/UiModel/UiLifuActivity/UiLifuActivityMain.prefab	5000			0
UiLifuActivitySingleDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiLifuActivitySingleDetail.prefab			5000			0
UiLottoTanchuang2			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiLottoTanchuang.prefab			5000			0
UiNewRegressionForward			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiNewRegressionForward.prefab			5000			0
UiMemorySave			Normal	Bundle	Assets/Product/Ui/Prefab/UiMemorySave.prefab			5000			0
UiNewRegressionForwardScreenShot			Hud	Bundle	Assets/Product/Ui/Prefab/UiNewRegressionForwardScreenShot.prefab			5000			0
UiDiceGame			Normal	Bundle	Assets/Product/Ui/Prefab/UiDiceGame.prefab			5000			0
UiAchievementSystem			Normal	Bundle	Assets/Product/Ui/Prefab/UiAchievementSystem.prefab			5000			0
UiAchievement			Normal	Bundle	Assets/Product/Ui/Prefab/UiAchievement.prefab			5000			0
UiAchievementMedal			Normal	Bundle	Assets/Product/Ui/Prefab/UiAchievementMedal.prefab			5000			0
UiAchievementCollection			Normal	Bundle	Assets/Product/Ui/Prefab/UiAchievementCollection.prefab			5000			0
UiAchievementNameplate			Normal	Bundle	Assets/Product/Ui/Prefab/UiAchievementNameplate.prefab			5000			0
UiReviewActivity2Anniversary			Normal	Bundle	Assets/Product/Ui/Prefab/UiReviewActivity2Anniversary.prefab	Assets/Product/Ui/Scene3DPrefab/UiReviewActivityBoss3D.prefab	Assets/Product/Ui/UiModel/UiReviewActivity/UiReviewActivity.prefab	5000			0
UiReviewActivityShare			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiReviewActivityShare.prefab			5000			0
UiDrawNew			Normal	Bundle	Assets/Product/Ui/Prefab/UiDrawNew1.prefab	Assets/Product/Ui/Scene3DPrefab/UiDraw01.prefab	Assets/Product/Ui/UiModel/UiDraw/UiDrawNew1.prefab	5000			0
UiTheatreChoose			Normal	Bundle	Assets/Product/Ui/Prefab/UiTheatreChoose.prefab			5000			0
UiTheatreOutpost			Normal	Bundle	Assets/Product/Ui/Prefab/UiTheatreOutpost.prefab			5000			0
UiTheatrePlayMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiTheatrePlayMain.prefab			5000			0
UiTheatreContinue			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTheatreContinue.prefab			5000			0
UiTheatreInfiniteSettleWin			Normal	Bundle	Assets/Product/Ui/Prefab/UiTheatreInfiniteSettleWin.prefab			5000			0
UiTheatreLoading			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTheatreLoading.prefab			5000			0
UiFubenMaverickMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenMaverickMain.prefab			5000			0
UiFubenMaverickChapter			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenMaverickChapter.prefab			5000			0
UiFubenMaverickTask			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenMaverickTask.prefab			5000			0
UiFubenMaverickRank			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenMaverickRank.prefab			5000			0
UiFubenMaverickPrepare			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenMaverickPrepare.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiMaverick.prefab	5000			0
UiFubenMaverickCharacter			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenMaverickCharacter.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiMaverick.prefab	5000			0
UiFubenMaverickSkillTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenMaverickSkillTips.prefab			5000			0
UiFubenMaverickFight			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenMaverickFight.prefab			5000			0
UiFubenMaverickLose			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenMaverickLose.prefab			5000			0
UiFubenMaverickBuffSummary			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenMaverickBuffSummary.prefab			5000			0
UiTheatreMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiTheatreMain.prefab			5000			0
UiTheatreRecruit			Normal	Bundle	Assets/Product/Ui/Prefab/UiTheatreRecruit.prefab			5000			0
UiTheatreRoleDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTheatreRoleDetails.prefab			5000			0
UiTheatreDecoration			Normal	Bundle	Assets/Product/Ui/Prefab/UiTheatreDecoration.prefab			5000			0
UiTheatreDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTheatreDetail.prefab			5000			0
UiTheatreShop			Normal	Bundle	Assets/Product/Ui/Prefab/UiTheatreShop.prefab			5000			0
UiTheatreChooseBuff			Normal	Bundle	Assets/Product/Ui/Prefab/UiTheatreChooseBuff.prefab			5000			0
UiTheatreTeamUp			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTheatreTeamUp.prefab			5000			0
UiTheatreReplaceTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTheatreReplaceTips.prefab			5000			0
UiTheatreFieldGuide			Normal	Bundle	Assets/Product/Ui/Prefab/UiTheatreFieldGuide.prefab			5000			0
UiTheatreFavorability			Normal	Bundle	Assets/Product/Ui/Prefab/UiTheatreFavorability.prefab			5000			0
UiTheatreTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiTheatreTask.prefab			5000			0
UiTheatreMainMassage			Normal	Bundle	Assets/Product/Ui/Prefab/UiTheatreMainMassage.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiCharacter.prefab	5000			0
UiTheatreDeploy			Normal	Bundle	Assets/Product/Ui/Prefab/UiTheatreDeploy.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiRoomCharacter.prefab	5000			0
UiTheatreQuickDeploy			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiStrongholdQuickDeploy.prefab			5000			0
UiTheatreMultiBattleInfo			Dialog	Bundle	Assets/Product/Ui/Prefab/UiTheatreBfrtInfo.prefab			5000			0
UiTheatreUnlockTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTheatreUnlockTips.prefab			5000			0
UiTheatreGroupTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTheatreGroupTip.prefab			5000			0
UiFubenMainLineChapterDP			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenMainLineChapterDP.prefab			5000			0
UiDoomsdayAllot			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDoomsdayAllot.prefab			5000			0
UiDoomsdayBuild			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDoomsdayBuild.prefab			5000			0
UiDoomsdayChapter			Normal	Bundle	Assets/Product/Ui/Prefab/UiDoomsdayChapter.prefab			5000			0
UidoomsdayEvent			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UidoomsdayEvent.prefab			5000			0
UiDoomsdayExplore			Normal	Bundle	Assets/Product/Ui/Prefab/UiDoomsdayExplore.prefab			5000			0
UiDoomsdayExploreTcanchuang			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDoomsdayExploreTcanchuang.prefab			5000			0
UiDoomsdayFubenLineDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDoomsdayFubenLineDetail.prefab			5000			0
UiDoomsdayFubenMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiDoomsdayFubenMain.prefab			5000			0
UiDoomsdayFubenTask			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDoomsdayFubenTask.prefab			5000			0
UiDoomsdayLineDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDoomsdayLineDetail.prefab			5000			0
UiDoomsdayPeople			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDoomsdayPeople.prefab			5000			0
UidoomsdayReport			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UidoomsdayReport.prefab			5000			0
UiDoomsdaySettle			Normal	Bundle	Assets/Product/Ui/Prefab/UiDoomsdaySettle.prefab			5000			0
UiDoomsdayTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiDoomsdayTask.prefab			5000			0
UiDoomsdayTeamTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDoomsdayTeamTip.prefab			5000			0
UiDoomsdayFubenMainGameMovie			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenRpgMakerGameMovie.prefab			5000			0
UidoomsdayWeather			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UidoomsdayWeather.prefab			5000			0
UiDoomsdayResource			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDoomsdayResource.prefab			5000			0
UiTheatreBuffDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTheatreBuffDetails.prefab			5000			0
UiSameColorGameEffectDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSameColorGameEffectDetails.prefab			5000			0
UiSameColorGameRankDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiSameColorGameRankDetails.prefab			5000			0
UiPivotCombatMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiPivotCombatMain.prefab			5000			0
UiPivotCombatRankingList			Normal	Bundle	Assets/Product/Ui/Prefab/UiPivotCombatRankingList.prefab			5000			0
UiPivotCombatSecondary			Normal	Bundle	Assets/Product/Ui/Prefab/UiPivotCombatSecondary.prefab			5000			0
UiPivotCombatSelectDifficult			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPivotCombatSelectDifficult.prefab			5000			0
UiPivotCombatCenterSettle			Normal	Bundle	Assets/Product/Ui/Prefab/UiPivotCombatCenterSettle.prefab			5000			0
UiFubenSnowGame			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenSnowGame.prefab			5000			0
UiFubenSnowGameTask			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenSnowGameTask.prefab			5000			0
UiFubenSnowGameMapTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenSnowGameMapTips.prefab			5000			0
UiFubenSnowGameMedalTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenSnowGameMedalTips.prefab			5000			0
UiFubenSnowGameFight			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenSnowGameFight.prefab			5000			0
UiHitMouse			Normal	Bundle	Assets/Product/Ui/Prefab/UiHitMouse.prefab			5000			0
UiHitMouseMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiHitMouseMain.prefab			5000			0
UiHitMouseExitTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiHitMouseExitTips.prefab			5000			0
UiEnhanceSkillActivation			Normal	Bundle	Assets/Product/Ui/Prefab/UiEnhanceSkillActivation.prefab			5000			0
UiNewYearLuckMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiNewYearLuckMain.prefab			5000			0
UiNewYearLuckTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiNewYearLuckTips.prefab			5000			0
UiEscapeMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiEscapeMain.prefab			5000			0
UiEscapeTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiEscapeTask.prefab			5000			0
UiEscapeSettle			Normal	Bundle	Assets/Product/Ui/Prefab/UiEscapeSettle.prefab			5000			0
UiEscapeFuben			Normal	Bundle	Assets/Product/Ui/Prefab/UiEscapeFuben.prefab			5000			0
UiEscapeTeamTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiEscapeTeamTips.prefab			5000			0
UiSettleWinCommon			Normal	Bundle	Assets/Product/Ui/Prefab/UiSettleWinCommon.prefab			5000			0
UiCharacterBuffDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCharacterBuffDetails.prefab			5000			0
UiFubenYuanXiao			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenYuanxiao.prefab			5000			0
UiFubenYuanXiaoTask			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenYuanxiaoTask.prefab			5000			0
UiFubenYuanXiaoMapTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenYuanxiaoMapTips.prefab			5000			0
UiFubenYuanXiaoMedalTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenYuanxiaoMedalTips.prefab			5000			0
UiFubenYuanXiaoFight			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenYuanxiaoFight.prefab			5000			0
UiGuildWarStageMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildWarStageMain.prefab			5000			0
UiBodyCombineGameMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiBodyCombineGameMain.prefab			5000			0
UiBodyCombineGameTask			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenMaverickTask.prefab			5000			0
UiBodyCombineGamePlay			Normal	Bundle	Assets/Product/Ui/Prefab/UiBodyCombineGamePlay.prefab			5000			0
UiBodyCombineGameSuccess			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiBodyCombineGameSuccess.prefab			5000			0
UiGuildWarBossReaults			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildWarBossReaults.prefab			5000			0
UiGuildWarLastResults			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildWarLastResults.prefab			5000			0
UiGuildWarStageResults			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildWarStageResults.prefab			5000			0
UiGuildWarTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildWarTask.prefab			5000			0
UiGuildWarUpCharacter			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildWarUpCharacter.prefab			5000			0
UiGuildWarRank			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildWarRank.prefab			5000			0
UiGuildWarStageRank			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildWarStageRank.prefab			5000			0
UiGuildWarMap			Normal	Bundle	Assets/Product/Ui/Prefab/UiGuildWarMap.prefab			5000			0
UiCommonBuffDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiCommonBuffDetail.prefab			5000			0
UiGoldenMinerMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiGoldenMinerMain.prefab	Assets/Product/Ui/Scene3DPrefab/UiGoldenMiner3D.prefab	Assets/Product/Ui/UiModel/UiGoldenMiner/UiGoldenMinerMain3D.prefab	5000			0
UiGoldenMinerChange	UiGoldenMinerMain		Normal	Bundle	Assets/Product/Ui/Prefab/UiGoldenMinerChange.prefab			5000			0
UiGoldenMinerBattle			Normal	Bundle	Assets/Product/Ui/Prefab/UiGoldenMinerBattle.prefab			5000			0
UiGoldenMinerRank			Normal	Bundle	Assets/Product/Ui/Prefab/UiGoldenMinerRank.prefab			5000			0
UiGoldenMinerReport			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGoldenMinerReport.prefab			5000			0
UiGoldenMinerShop			Normal	Bundle	Assets/Product/Ui/Prefab/UiGoldenMinerShop.prefab			5000			0
UiGoldenMinerDialog			Dialog	Bundle	Assets/Product/Ui/Prefab/UiGoldenMinerDialog.prefab			5000			0
UiGoldenMinerTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiGoldenMinerTask.prefab			5000			0
UiGuildWarStageDetail			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildWarStageDetail.prefab			5000			0
UiGuildWarStageTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildWarStageTips.prefab			5000			0
SignWeeklyChallenge			Normal	Bundle	Assets/Product/Ui/ComponentPrefab/Sign/SignWeeklyChallenge.prefab			5000			0
UiDoubleTowers			Normal	Bundle	Assets/Product/Ui/Prefab/UiDoubleTowers.prefab			5000			0
UiDoubleTowersDetail	UiDoubleTowers	1		Bundle	Assets/Product/Ui/Prefab/UiDoubleTowersDetail.prefab			5000			0
UiDoubleTowersRoom			Normal	Bundle	Assets/Product/Ui/Prefab/UiDoubleTowersRoom.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiDoubleTowersRoom.prefab	5000			0
UiDoubleTowersRank			Normal	Bundle	Assets/Product/Ui/Prefab/UiDoubleTowersRank.prefab			5000			0
UiDoubleTowersDeploy			Normal	Bundle	Assets/Product/Ui/Prefab/UiDoubleTowersDeploy.prefab			5000			0
UiDoubleTowersChoose			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDoubleTowersChoose.prefab			5000			0
UiDoubleTowersSettlement			Normal	Bundle	Assets/Product/Ui/Prefab/UiDoubleTowersSettlement.prefab			5000			0
UiDoubleTowersSkillDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiDoubleTowersSkillDetails.prefab			5000			0
UiFubenRpgMakerGameTanChuang			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiFubenRpgMakerGameTanChuang.prefab			5000			0
UiGuildWarInformation			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiGuildWarInformation.prefab			5000			0
UiConsumeActivityMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiConsumeActivityMain.prefab			5000			0
UiConsumeActivityShop			Normal	Bundle	Assets/Product/Ui/Prefab/UiConsumeActivityShop.prefab			5000			0
UiConsumeActivityLuckyBag			Normal	Bundle	Assets/Product/Ui/Prefab/UiConsumeActivityLuckyBag01.prefab	Assets/Product/Ui/Scene3DPrefab/UiConsumeActivity3D.prefab	Assets/Product/Ui/UiModel/UiReviewActivity/UiConsumeActivityLuckyBag.prefab	5000			0
UiConsumeActivityLog			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiConsumeActivityLog.prefab			5000			0
UiFubenBossSingleTrial			Normal	Bundle	Assets/Product/Ui/Prefab/UiFubenBossSingleTrial.prefab	Assets/Product/Ui/Scene3DPrefab/UiCharacter3d02.prefab	Assets/Product/Ui/UiModel/UiCharacter3d/UiFubenBossSingle.prefab	5000			0
UiPartnerPreset			Normal	Bundle	Assets/Product/Ui/Prefab/UiPartnerPreset.prefab			5000			0
UiPartnerPresetPopup			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPartnerPresetPopup.prefab			5000			0
UiPartnerPresetMainSkill			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPartnerActivateMainSkill.prefab			5000			0
UiPartnerPresetPassiveSkill			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiPartnerActivatePassiveSkill.prefab			5000			0
UiArenaBuffTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiArenaBuffTips.prefab			5000			0
UiArenaBattleRoleTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiArenaBattleRoleTips.prefab			5000			0
UiMultiDimMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiMultiDimMain.prefab	Assets/Product/Ui/Scene3DPrefab/UiMultiDimMain3D.prefab	Assets/Product/Ui/UiModel/UiMultiDim/UiMultiDimMain.prefab	5000			0
UiMultiDimTalentOpenTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMultiDimTalentOpenTip.prefab			5000			0
UiMultiDimSelectDifficult			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMultiDimSelectDiffcult.prefab			5000			0
UiMultiDimPresetRoleTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMultiDimPresetRoleTip.prefab			5000			0
UiMultiDimSingleCopy			Normal	Bundle	Assets/Product/Ui/Prefab/UiMultiDimSingleCopy.prefab			5000			0
UiMultiDimSingleCopyTips	UiMultiDimSingleCopy		Normal	Bundle	Assets/Product/Ui/Prefab/UiMultiDimSingleCopyTips.prefab			5000			0
UiMultiDimRewardTips			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMultiDimRewardTips.prefab			5000			0
UiMultiDimTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiMultiDimTask.prefab			5000			0
UiMultiDimTalent			Normal	Bundle	Assets/Product/Ui/Prefab/UiMultiDimTalent.prefab	Assets/Product/Ui/Scene3DPrefab/UiMultiDimTalent3D.prefab	Assets/Product/Ui/UiModel/UiMultiDim/UiMultiDimTalent.prefab	5000			0
UiMultiDimTalentPopup	UiMultiDimTalent		Normal	Bundle	Assets/Product/Ui/Prefab/UiMultiDimTalentPopup.prefab			5000			0
UiMultiDimDetails			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMultiDimDetails.prefab			5000			0
UiMultiDimTeamRanking			Normal	Bundle	Assets/Product/Ui/Prefab/UiMultiDimTeamRanking.prefab			5000			0
UiMultiDimSettle			Normal	Bundle	Assets/Product/Ui/Prefab/UiMultiDimSettle.prefab			5000			0
UiTaikoMasterTask			Normal	Bundle	Assets/Product/Ui/Prefab/UiTaikoMasterTask.prefab			5000			0
UiTaikoMasterSettlement			Normal	Bundle	Assets/Product/Ui/Prefab/UiTaikoMasterSettlement.prefab			5000			0
UiTaikoMasterSetting			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiTaikoMasterSetting.prefab			5000			0
UiTaikoMasterRank			Normal	Bundle	Assets/Product/Ui/Prefab/UiTaikoMasterRank.prefab			5000			0
UiTaikoMasterMain			Normal	Bundle	Assets/Product/Ui/Prefab/UiTaikoMasterMain.prefab			5000			0
UiMultiDimSwitchTypeTip			NormalPopup	Bundle	Assets/Product/Ui/Prefab/UiMultiDimSwitchTypeTip.prefab			5000			0
